Fish ID,Fish_ID_year,Processed by,Processed on,Sample #,Year,Sampled on,Site,Treatment,Species code,Length,Wet Weight ,Gut weight,Group,Lowest taxonomic classification,Digestion,N,Notes,Photo ID,Entered by,Entered on
AMC02-28,AMC02-28-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,69,2.77,0.17,Green algae,NA,3,NA,,,MB,20230731
AMC02-29,AMC02-29-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,56,2.41,0.14,Amphipod,Corophidae,1,1,,,MB,20230731
AMC02-29,AMC02-29-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,56,2.41,0.14,Amphipod,Gammaridae,2,4,,,MB,20230731
AMC02-29,AMC02-29-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,56,2.41,0.14,Green algae,NA,2,NA,,,MB,20230731
AMC02-30,AMC02-30-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,46,1.54,0.086,Amphipod,Corophidae,2,13,,,MB,20230731
AMC02-30,AMC02-30-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,46,1.54,0.086,Amphipod,Gammaridae,3,2,,,MB,20230731
AMC02-31,AMC02-31-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,68,2.7,0.38,Crustacean,NA,4,NA,,,MB,20230731
AMC02-31,AMC02-31-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,68,2.7,0.38,Fish,NA,4,NA,,,MB,20230731
AMC02-31,AMC02-31-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,68,2.7,0.38,Green algae,NA,3,NA,,,MB,20230731
AMC02-32,AMC02-32-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,43,1.1,0.053,Amphipod,NA,4,NA,,,MB,20230731
AMC02-33,AMC02-33-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,65,3.85,0.32,Green algae,NA,3,NA,,,MB,20230731
AMC02-33,AMC02-33-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,65,3.85,0.32,Brown algae,NA,2,NA,,,MB,20230731
AMC02-34,AMC02-34-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,66,4.22,0.45,Green algae,NA,2,NA,,,MB,20230731
AMC02-34,AMC02-34-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,66,4.22,0.45,Fish,NA,4,NA,,,MB,20230731
AMC02-35,AMC02-35-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,56,2.77,0.27,Brown algae,NA,3,NA,,,MB,20230731
AMC02-35,AMC02-35-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,56,2.77,0.27,Crustacean,NA,4,NA,,,MB,20230731
AMC02-36,AMC02-36-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,69,5.24,0.53,Amphipod,Corophidae,2,NA,,,MB,20230731
AMC02-36,AMC02-36-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,69,5.24,0.53,Polychaete,NA,4,NA,,,MB,20230731
AMC02-36,AMC02-36-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,69,5.24,0.53,Green algae,NA,3,NA,,,MB,20230731
AMC02-36,AMC02-36-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,69,5.24,0.53,Red algae,NA,1,NA,,,MB,20230731
AMC02-37,AMC02-37-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,51,1.99,0.091,Polychaete,NA,4,NA,,,MB,20230731
AMC02-37,AMC02-37-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,51,1.99,0.091,Amphipod,Gammaridae,3,5,,,MB,20230731
AMC02-38,AMC02-38-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,51,2.03,0.13,Crustacean,Penaeidae,4,NA,,,MB,20230731
AMC02-38,AMC02-38-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,51,2.03,0.13,Green algae,NA,2,NA,,,MB,20230731
AMC02-38,AMC02-38-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,51,2.03,0.13,Cyanobacteria,NA,NA,NA,,,MB,20230731
AMC02-39,AMC02-39-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,59,3.37,0.16,Crustacean,NA,4,NA,,,MB,20230731
AMC02-39,AMC02-39-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,59,3.37,0.16,Green algae,NA,2,NA,,,MB,20230731
AMC02-40,AMC02-40-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,64,3.92,0.41,Crustacean,NA,4,NA,,,MB,20230731
AMC02-40,AMC02-40-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,64,3.92,0.41,Green algae,NA,3,NA,,,MB,20230731
AMC02-41,AMC02-41-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,65,3.94,0.11,Crustacean,NA,4,NA,,,MB,20230731
AMC02-41,AMC02-41-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,65,3.94,0.11,Green algae,NA,3,NA,,,MB,20230731
AMC02-41,AMC02-41-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,65,3.94,0.11,Plant material,NA,3,NA,,,MB,20230731
AMC02-42,AMC02-42-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,63,3.46,0.19,Crustacean,NA,4,NA,,,MB,20230731
AMC02-42,AMC02-42-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,63,3.46,0.19,Green algae,NA,2,NA,,,MB,20230731
AMC02-42,AMC02-42-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,63,3.46,0.19,Amphipod,Corophidae,2,3,,,MB,20230731
AMC02-43,AMC02-43-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,66,4.01,0.37,Brown algae,NA,2,NA,,,MB,20230731
AMC02-43,AMC02-43-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,66,4.01,0.37,Green algae,NA,2,NA,,,MB,20230731
AMC02-43,AMC02-43-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,66,4.01,0.37,Crustacean,Crab,3,NA,,,MB,20230731
AMC02-44,AMC02-44-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,74,6.23,0.33,Crustacean,NA,4,NA,,,MB,20230731
AMC02-44,AMC02-44-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,74,6.23,0.33,Green algae,NA,2,NA,,,MB,20230731
AMC02-45,AMC02-45-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,62,3.72,0.4,Brown algae,NA,3,NA,,,MB,20230731
AMC02-45,AMC02-45-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,62,3.72,0.4,Plant material,NA,2,NA,,,MB,20230731
AMC02-46,AMC02-46-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,66,4.55,0.47,Crustacean,NA,4,NA,,,MB,20230731
AMC02-46,AMC02-46-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,66,4.55,0.47,Green algae,NA,3,NA,,,MB,20230731
AMC02-46,AMC02-46-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,66,4.55,0.47,Cyanobacteria,NA,NA,NA,,,MB,20230731
AMC02-47,AMC02-47-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,76,6.27,0.62,Green algae,NA,3,NA,,,MB,20230731
AMC02-47,AMC02-47-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,76,6.27,0.62,Brown algae,NA,3,NA,,,MB,20230731
AMC02-47,AMC02-47-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,76,6.27,0.62,Red algae,NA,2,NA,,,MB,20230731
AMC02-48,AMC02-48-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,54,2.4,0.16,Amphipod,Corophidae,2,1,,,MB,20230731
AMC02-48,AMC02-48-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,54,2.4,0.16,Green algae,NA,3,NA,,,MB,20230731
AMC02-49,AMC02-49-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,64,3.61,0.24,Crustacean,NA,4,NA,,,MB,20230731
AMC02-49,AMC02-49-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,64,3.61,0.24,Green algae,NA,2,NA,,,MB,20230731
AMC02-50,AMC02-50-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,66,4.83,0.37,Green algae,NA,2,NA,,,MB,20230731
AMC02-50,AMC02-50-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,66,4.83,0.37,Crustacean,NA,4,NA,,,MB,20230731
AMC02-50,AMC02-50-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,66,4.83,0.37,Amphipod,Gammaridae,2,3,,,MB,20230731
AMC02-51,AMC02-51-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,72,5.55,0.51,Crustacean,Crab,3,NA,,,MB,20230731
AMC02-51,AMC02-51-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,72,5.55,0.51,Brown algae,NA,2,NA,,,MB,20230731
AMC02-51,AMC02-51-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,72,5.55,0.51,Green algae,NA,2,NA,,,MB,20230731
AMC02-52,AMC02-52-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,77,7.74,0.63,Crustacean,NA,4,NA,,,MB,20230731
AMC02-52,AMC02-52-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,77,7.74,0.63,Plant material,NA,2,NA,,,MB,20230731
AMC02-53,AMC02-53-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,87,10.15,0.78,Green algae,NA,3,NA,,,MB,20230731
AMC02-53,AMC02-53-2023,MB,NA,AMC02,2023,20230602,AM,CT,LAGRHO,87,10.15,0.78,Cyanobacteria,NA,NA,NA,,,MB,20230731
SAT02-01,SAT02-01-2023,MB,20230727,SAT02,2023,20230531,SA,LS,LAGRHO,37,0.59,0.043,Amphipod,Gammaridae,3,1,,,MB,20230731
SAT02-01,SAT02-01-2023,MB,20230727,SAT02,2023,20230531,SA,LS,LAGRHO,37,0.59,0.043,Amphipod,Corophidae,2,3,,,MB,20230731
SAT02-01,SAT02-01-2023,MB,20230727,SAT02,2023,20230531,SA,LS,LAGRHO,37,0.59,0.043,Crustacean,Crab,3,NA,,,MB,20230731
SAT02-02,SAT02-02-2023,MB,20230727,SAT02,2023,20230531,SA,LS,LAGRHO,37,0.53,0.048,Polychaete,NA,4,NA,,,MB,20230731
SAT02-02,SAT02-02-2023,MB,20230727,SAT02,2023,20230531,SA,LS,LAGRHO,37,0.53,0.048,Crustacean,NA,4,NA,,,MB,20230731
SAT02-03,SAT02-03-2023,MB,20230727,SAT02,2023,20230531,SA,LS,LAGRHO,36,0.53,0.044,Amphipod,Corophidae,2,4,,,MB,20230731
SAT02-03,SAT02-03-2023,MB,20230727,SAT02,2023,20230531,SA,LS,LAGRHO,36,0.53,0.044,Tanaidacea,NA,2,1,,,MB,20230731
SAT02-04,SAT02-04-2023,MB,20230727,SAT02,2023,20230531,SA,LS,LAGRHO,35,0.37,0.037,Isopod,NA,3,5,,,MB,20230731
SAT02-05,SAT02-05-2023,MB,20230727,SAT02,2023,20230531,SA,LS,LAGRHO,40,0.71,0.052,Crustacean,NA,4,NA,,,MB,20230731
SAT02-05,SAT02-05-2023,MB,20230727,SAT02,2023,20230531,SA,LS,LAGRHO,40,0.71,0.052,Amphipod,Gammaridae,2,3,,,MB,20230731
SAT02-05,SAT02-05-2023,MB,20230727,SAT02,2023,20230531,SA,LS,LAGRHO,40,0.71,0.052,Brown algae,NA,2,NA,,,MB,20230731
SAT02-06,SAT02-06-2023,MB,20230727,SAT02,2023,20230531,SA,LS,LAGRHO,33,0.36,0.028,Amphipod,Gammaridae,3,2,,,MB,20230731
SAT02-06,SAT02-06-2023,MB,20230727,SAT02,2023,20230531,SA,LS,LAGRHO,33,0.36,0.028,Crustacean,NA,4,NA,,,MB,20230731
SAT02-07,SAT02-07-2023,MB,20230727,SAT02,2023,20230531,SA,LS,LAGRHO,33,0.38,0.026,Polychaete,NA,4,NA,,,MB,20230731
SAT02-07,SAT02-07-2023,MB,20230727,SAT02,2023,20230531,SA,LS,LAGRHO,33,0.38,0.026,Brown algae,NA,3,NA,,,MB,20230731
SAT02-08,SAT02-08-2023,MB,20230727,SAT02,2023,20230531,SA,LS,LAGRHO,39,0.68,0.043,Polychaete,NA,4,NA,,,MB,20230731
SAT02-08,SAT02-08-2023,MB,20230727,SAT02,2023,20230531,SA,LS,LAGRHO,39,0.68,0.043,Amphipod,Corophidae,2,6,,,MB,20230731
SAT02-08,SAT02-08-2023,MB,20230727,SAT02,2023,20230531,SA,LS,LAGRHO,39,0.68,0.043,Crustacean,NA,4,NA,,,MB,20230731
SAT02-09,SAT02-09-2023,MB,20230727,SAT02,2023,20230531,SA,LS,LAGRHO,35,0.43,0.027,Polychaete,NA,4,NA,,,MB,20230731
SAT02-09,SAT02-09-2023,MB,20230727,SAT02,2023,20230531,SA,LS,LAGRHO,35,0.43,0.027,Isopod,NA,2,NA,,,MB,20230731
SAT02-09,SAT02-09-2023,MB,20230727,SAT02,2023,20230531,SA,LS,LAGRHO,35,0.43,0.027,Crustacean,NA,4,NA,,,MB,20230731
SAT02-10,SAT02-10-2023,MB,20230727,SAT02,2023,20230531,SA,LS,LAGRHO,32,0.3,0.014,Green algae,NA,4,NA,,,MB,20230731
SAT02-10,SAT02-10-2023,MB,20230727,SAT02,2023,20230531,SA,LS,LAGRHO,32,0.3,0.014,Amphipod,NA,4,NA,,,MB,20230731
SAT02-11,SAT02-11-2023,MB,20230727,SAT02,2023,20230531,SA,LS,LAGRHO,36,0.5,0.059,Crustacean,NA,4,NA,,,MB,20230731
SAT02-11,SAT02-11-2023,MB,20230727,SAT02,2023,20230531,SA,LS,LAGRHO,36,0.5,0.059,Polychaete,NA,4,NA,,,MB,20230731
SAT02-12,SAT02-12-2023,MB,20230727,SAT02,2023,20230531,SA,LS,LAGRHO,30,0.26,0.024,Cyanobacteria,NA,NA,NA,,,MB,20230731
SAT02-12,SAT02-12-2023,MB,20230727,SAT02,2023,20230531,SA,LS,LAGRHO,30,0.26,0.024,Green algae,NA,4,NA,,,MB,20230731
SAT02-13,SAT02-13-2023,MB,20230727,SAT02,2023,20230531,SA,LS,LAGRHO,40,0.7,0.058,Crustacean,Penaeidae,3,2,,,MB,20230731
SAT02-13,SAT02-13-2023,MB,20230727,SAT02,2023,20230531,SA,LS,LAGRHO,40,0.7,0.058,Amphipod,Corophidae,3,2,,,MB,20230731
SAT02-13,SAT02-13-2023,MB,20230727,SAT02,2023,20230531,SA,LS,LAGRHO,40,0.7,0.058,Green algae,NA,3,NA,,,MB,20230731
SAT02-14,SAT02-14-2023,MB,20230727,SAT02,2023,20230531,SA,LS,LAGRHO,34,0.45,0.036,Polychaete,NA,4,NA,,,MB,20230731
SAT02-14,SAT02-14-2023,MB,20230727,SAT02,2023,20230531,SA,LS,LAGRHO,34,0.45,0.036,Crustacean,NA,3,NA,,,MB,20230731
SAT02-15,SAT02-15-2023,MB,20230727,SAT02,2023,20230531,SA,LS,LAGRHO,56,2.01,0.088,SAV,NA,3,NA,,,MB,20230731
SAT02-15,SAT02-15-2023,MB,20230727,SAT02,2023,20230531,SA,LS,LAGRHO,56,2.01,0.088,Crustacean,Crab,3,1,,,MB,20230731
SAT02-16,SAT02-16-2023,MB,20230727,SAT02,2023,20230531,SA,LS,LAGRHO,44,1.16,0.073,Crustacean,Crab,2,1,,,MB,20230731
SAT02-16,SAT02-16-2023,MB,20230727,SAT02,2023,20230531,SA,LS,LAGRHO,44,1.16,0.073,Amphipod,Corophidae,2,5,,,MB,20230731
SAT02-17,SAT02-17-2023,MB,20230727,SAT02,2023,20230531,SA,LS,LAGRHO,86,9.66,0.39,SAV,NA,3,NA,,,MB,20230731
SAT02-17,SAT02-17-2023,MB,20230727,SAT02,2023,20230531,SA,LS,LAGRHO,86,9.66,0.39,Brown algae,NA,4,NA,,,MB,20230731
SAT02-18,SAT02-18-2023,MB,20230727,SAT02,2023,20230531,SA,LS,LAGRHO,82,7.15,0.3,SAV,NA,2,NA,,,MB,20230731
SAT02-18,SAT02-18-2023,MB,20230727,SAT02,2023,20230531,SA,LS,LAGRHO,82,7.15,0.3,Brown algae,NA,3,NA,,,MB,20230731
SAT02-18,SAT02-18-2023,MB,20230727,SAT02,2023,20230531,SA,LS,LAGRHO,82,7.15,0.3,Crustacean,NA,4,NA,,,MB,20230731
SAT02-19,SAT02-19-2023,MB,20230727,SAT02,2023,20230531,SA,LS,BAICHR,42,0.73,0.04,Crustacean,NA,4,NA,,,MB,20230731
SAT02-19,SAT02-19-2023,MB,20230727,SAT02,2023,20230531,SA,LS,BAICHR,42,0.73,0.04,Amphipod,Corophidae,2,6,,,MB,20230731
SAT02-20,SAT02-20-2023,MB,20230727,SAT02,2023,20230531,SA,LS,BAICHR,38,0.54,0.03,Crustacean,Penaeidae,4,NA,,,MB,20230731
SAT02-21,SAT02-21-2023,MB,20230727,SAT02,2023,20230531,SA,LS,BAICHR,49,1.03,0.1,Crustacean,Penaeidae,2,2,,,MB,20230731
SAT02-22,SAT02-22-2023,MB,20230727,SAT02,2023,20230531,SA,LS,BAICHR,38,0.47,0.02,Crustacean,NA,4,NA,,,MB,20230731
SAT02-22,SAT02-22-2023,MB,20230727,SAT02,2023,20230531,SA,LS,BAICHR,38,0.47,0.02,Amphipod,Corophidae,2,2,,,MB,20230731
SAT02-22,SAT02-22-2023,MB,20230727,SAT02,2023,20230531,SA,LS,BAICHR,38,0.47,0.02,Polychaete,NA,4,NA,,,MB,20230731
SAT02-23,SAT02-23-2023,MB,20230727,SAT02,2023,20230531,SA,LS,BAICHR,38,0.51,0.03,Crustacean,Penaeidae,4,NA,,,MB,20230731
SAT02-23,SAT02-23-2023,MB,20230727,SAT02,2023,20230531,SA,LS,BAICHR,38,0.51,0.03,Amphipod,NA,4,NA,,,MB,20230731
SAT02-24,SAT02-24-2023,MB,20230727,SAT02,2023,20230531,SA,LS,BAICHR,32,0.36,0.02,Amphipod,Corophidae,2,3,,,MB,20230731
SAT02-24,SAT02-24-2023,MB,20230727,SAT02,2023,20230531,SA,LS,BAICHR,32,0.36,0.02,Crustacean,NA,4,NA,,,MB,20230731
SAT02-25,SAT02-25-2023,MB,20230727,SAT02,2023,20230531,SA,LS,BAICHR,37,0.49,0.03,Amphipod,Gammaridae,2,2,,,MB,20230731
SAT02-25,SAT02-25-2023,MB,20230727,SAT02,2023,20230531,SA,LS,BAICHR,37,0.49,0.03,Polychaete,NA,4,NA,,,MB,20230731
SAT02-26,SAT02-26-2023,MB,20230727,SAT02,2023,20230531,SA,LS,MICUND,64,1.6,0.05,Crustacean,NA,4,NA,,,MB,20230731
SAT02-26,SAT02-26-2023,MB,20230727,SAT02,2023,20230531,SA,LS,MICUND,64,1.6,0.05,Amphipod,NA,3,NA,,,MB,20230731
SAT02-27,SAT02-27-2023,MB,20230727,SAT02,2023,20230531,SA,LS,MICUND,60,1.39,0.05,Amphipod,NA,3,NA,,,MB,20230731
SAT02-27,SAT02-27-2023,MB,20230727,SAT02,2023,20230531,SA,LS,MICUND,60,1.39,0.05,Polychaete,NA,4,NA,,,MB,20230731
SAT02-28,SAT02-28-2023,MB,20230727,SAT02,2023,20230531,SA,LS,MICUND,52,1.14,0.04,Amphipod,Corophidae,3,2,,,MB,20230731
SAT02-28,SAT02-28-2023,MB,20230727,SAT02,2023,20230531,SA,LS,MICUND,52,1.14,0.04,Crustacean,NA,4,NA,,,MB,20230731
SAT02-29,SAT02-29-2023,MB,20230727,SAT02,2023,20230531,SA,LS,MICUND,63,1.72,0.06,Amphipod,Corophidae,2,1,,,MB,20230731
SAT02-29,SAT02-29-2023,MB,20230727,SAT02,2023,20230531,SA,LS,MICUND,63,1.72,0.06,Crustacean,NA,4,NA,,,MB,20230731
SAT02-30,SAT02-30-2023,MB,20230727,SAT02,2023,20230531,SA,LS,MICUND,60,1.56,0.07,Crustacean,NA,4,NA,,,MB,20230731
SAT02-30,SAT02-30-2023,MB,20230727,SAT02,2023,20230531,SA,LS,MICUND,60,1.56,0.07,Isopod,NA,2,1,,,MB,20230731
SAT02-31,SAT02-31-2023,MB,20230727,SAT02,2023,20230531,SA,LS,MICUND,51,1.01,0.03,Amphipod,NA,4,NA,,,MB,20230731
SAT02-31,SAT02-31-2023,MB,20230727,SAT02,2023,20230531,SA,LS,MICUND,51,1.01,0.03,Polychaete,NA,4,NA,,,MB,20230731
SAT02-31,SAT02-31-2023,MB,20230727,SAT02,2023,20230531,SA,LS,MICUND,51,1.01,0.03,Crustacean,NA,4,NA,,,MB,20230731
SAT02-32,SAT02-32-2023,MB,20230727,SAT02,2023,20230531,SA,LS,MICUND,53,1.06,0.02,Crustacean,NA,4,NA,,,MB,20230731
SAT02-32,SAT02-32-2023,MB,20230727,SAT02,2023,20230531,SA,LS,MICUND,53,1.06,0.02,Polychaete,NA,4,NA,,,MB,20230731
SAT02-33,SAT02-33-2023,MB,20230727,SAT02,2023,20230531,SA,LS,MICUND,55,1.21,0.05,Amphipod,NA,4,NA,,,MB,20230731
SAT02-33,SAT02-33-2023,MB,20230727,SAT02,2023,20230531,SA,LS,MICUND,55,1.21,0.05,Polychaete,NA,4,NA,,,MB,20230731
SAT02-34,SAT02-34-2023,MB,20230727,SAT02,2023,20230531,SA,LS,MICUND,55,1.24,0.05,Bivalve,NA,NA,NA,,,MB,20230731
SAT02-35,SAT02-35-2023,MB,20230727,SAT02,2023,20230531,SA,LS,MICUND,54,1.1,0.04,Isopod,NA,2,3,,,MB,20230731
SAT02-35,SAT02-35-2023,MB,20230727,SAT02,2023,20230531,SA,LS,MICUND,54,1.1,0.04,Amphipod,NA,4,NA,,,MB,20230731
SAT02-36,SAT02-36-2023,MB,20230727,SAT02,2023,20230531,SA,LS,MICUND,59,0.96,0.037,Amphipod,NA,4,NA,,,MB,20230731
SAT02-37,SAT02-37-2023,MB,20230727,SAT02,2023,20230531,SA,LS,MICUND,50,0.78,0.028,Crustacean,NA,4,NA,,,MB,20230731
SAT02-37,SAT02-37-2023,MB,20230727,SAT02,2023,20230531,SA,LS,MICUND,50,0.78,0.028,Amphipod,Gammaridae,2,3,,,MB,20230731
SAT02-38,SAT02-38-2023,MB,20230727,SAT02,2023,20230531,SA,LS,MICUND,NA,0.61,0.015,Polychaete,NA,4,NA,,,MB,20230731
SAT02-38,SAT02-38-2023,MB,20230727,SAT02,2023,20230531,SA,LS,MICUND,NA,0.61,0.015,Amphipod,NA,3,NA,,,MB,20230731
SAT02-39,SAT02-39-2023,MB,20230727,SAT02,2023,20230531,SA,LS,MICUND,64,1.68,0.037,Crustacean,NA,4,NA,,,MB,20230731
SAT04-01,SAT04-01-2023,MB,20230727,SAT04,2023,20230531,SA,LS,MICUND,56,1.26,0.035,Amphipod,Corophidae,1,4,,,MB,20230731
SAT04-01,SAT04-01-2023,MB,20230727,SAT04,2023,20230531,SA,LS,MICUND,56,1.26,0.035,Crustacean,NA,4,NA,,,MB,20230731
SAT04-02,SAT04-02-2023,MB,20230727,SAT04,2023,20230531,SA,LS,MICUND,51,1.11,0.018,Amphipod,NA,4,NA,,,MB,20230731
SAT04-02,SAT04-02-2023,MB,20230727,SAT04,2023,20230531,SA,LS,MICUND,51,1.11,0.018,Isopod,NA,2,2,,,MB,20230731
SAT04-03,SAT04-03-2023,MB,20230727,SAT04,2023,20230531,SA,LS,MICUND,53,1.22,0.024,Amphipod,NA,3,NA,,,MB,20230731
SAT04-03,SAT04-03-2023,MB,20230727,SAT04,2023,20230531,SA,LS,MICUND,53,1.22,0.024,Crustacean,NA,4,NA,,,MB,20230731
SAT04-04,SAT04-04-2023,MB,20230727,SAT04,2023,20230531,SA,LS,MICUND,58,1.51,0.032,Polychaete,NA,4,NA,,,MB,20230731
SAT04-04,SAT04-04-2023,MB,20230727,SAT04,2023,20230531,SA,LS,MICUND,58,1.51,0.032,Crustacean,NA,4,NA,,,MB,20230731
SAT04-05,SAT04-05-2023,MB,20230727,SAT04,2023,20230531,SA,LS,MICUND,48,0.9,0.02,Crustacean,NA,4,NA,,,MB,20230731
NEPAPMC03-01,NEPAPMC03-01-2023,MB,20230727,NEPAPMC03,2023,20230608,NEPaP,CT,MICUND,70,2.43,0.065,Fish,NA,4,1,,,MB,20230731
NEPAPMC03-02,NEPAPMC03-02-2023,MB,20230727,NEPAPMC03,2023,20230608,NEPaP,CT,MICUND,NA,1.97,0.041,Crustacean,NA,4,NA,,,MB,20230731
NEPAPMC03-02,NEPAPMC03-02-2023,MB,20230727,NEPAPMC03,2023,20230608,NEPaP,CT,MICUND,NA,1.97,0.041,Amphipod,NA,4,NA,,,MB,20230731
NEPAPMC03-03,NEPAPMC03-03-2023,MB,20230727,NEPAPMC03,2023,20230608,NEPaP,CT,MICUND,85,4.42,0.13,Crustacean,NA,4,NA,,,MB,20230731
NEPAPMC03-04,NEPAPMC03-04-2023,MB,20230727,NEPAPMC03,2023,20230608,NEPaP,CT,MICUND,88,3.85,0.054,Bivalve,NA,NA,NA,,,MB,20230731
NEPAPMC03-05,NEPAPMC03-05-2023,MB,20230727,NEPAPMC03,2023,20230608,NEPaP,CT,MICUND,84,3.77,0.115,Crustacean,NA,4,NA,,,MB,20230731
NEPAPMC03-05,NEPAPMC03-05-2023,MB,20230727,NEPAPMC03,2023,20230608,NEPaP,CT,MICUND,84,3.77,0.115,Fish,NA,4,2,,,MB,20230731
NEPAPMC03-06,NEPAPMC03-06-2023,MB,20230727,NEPAPMC03,2023,20230608,NEPaP,CT,MICUND,103,8.78,0.19,Crustacean,NA,4,NA,,,MB,20230731
NEPAPMC03-06,NEPAPMC03-06-2023,MB,20230727,NEPAPMC03,2023,20230608,NEPaP,CT,MICUND,103,8.78,0.19,Sediment,NA,NA,NA,,,MB,20230731
NEPAPMC03-07,NEPAPMC03-07-2023,MB,20230727,NEPAPMC03,2023,20230608,NEPaP,CT,MICUND,113,11.8,0.26,Bivalve,NA,NA,NA,,,MB,20230731
NEPAPMC03-07,NEPAPMC03-07-2023,MB,20230727,NEPAPMC03,2023,20230608,NEPaP,CT,MICUND,113,11.8,0.26,Sediment,NA,NA,NA,,,MB,20230731
CIC01-01,CIC01-01-2023,MB,20230731,CIC01,2023,20230530,CI,CT,MICUND,59,1.27,0.019,Polychaete,NA,4,NA,,,MB,20230803
CIC01-02,CIC01-02-2023,MB,20230731,CIC01,2023,20230530,CI,CT,MICUND,54,1.25,0.014,Amphipod,NA,4,NA,,,MB,20230803
CIC01-03,CIC01-03-2023,MB,20230731,CIC01,2023,20230530,CI,CT,MICUND,53,1.04,0.012,Crustacean,NA,4,NA,,,MB,20230803
CIC01-04,CIC01-04-2023,MB,20230731,CIC01,2023,20230530,CI,CT,MICUND,51,0.86,0.0083,Crustacean,NA,4,NA,,,MB,20230803
CIC01-05,CIC01-05-2023,MB,20230731,CIC01,2023,20230530,CI,CT,MICUND,62,1.53,0.027,Tanaidacea,NA,3,1,,,MB,20230803
CIC01-05,CIC01-05-2023,MB,20230731,CIC01,2023,20230530,CI,CT,MICUND,62,1.53,0.027,Amphipod,NA,4,NA,,,MB,20230803
